Keyword,Currency,Avg. monthly searches,Thay ??i trong ba tháng,Thay ??i so v?i cùng k? n?m tr??c,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025
n??c hoa lacoste live,VND,20,150%,150%,Cao,98,,,,,,,,30,40,20,10,10,10,10,20,10,20,20,50
n??c hoa lacoste nam chính hãng,VND,20,-50%,-75%,Cao,100,465,2902,,,,,,20,20,20,10,10,20,20,20,30,20,10,10
n??c hoa lacoste n? h?ng,VND,20,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,20,20,20,30,20,20,20
n??c hoa lacoste pour femme,VND,90,0%,-18%,Cao,100,560,4180,,,,,,110,140,70,90,90,70,70,90,90,90,110,90
n??c hoa lacoste touch of pink,VND,10,100%,-33%,Cao,88,,,,,,,,10,10,10,20,20,20,10,20,10,10,10,20
n??c hoa lacoste tr?ng,VND,140,191%,129%,Cao,100,525,3509,,,,,,140,170,140,110,110,70,110,170,110,110,210,320
n??c hoa lacoste xanh,VND,30,-25%,50%,Cao,89,329,2091,,,,,,30,40,20,20,50,10,30,30,40,40,20,30
n??c hoa lacoste ?en,VND,20,0%,-67%,Cao,100,,,,,,,,10,10,30,10,20,40,40,20,10,10,40,10
n??c hoa lacoste ??,VND,30,-60%,-50%,Cao,100,,,,,,,,30,40,30,20,10,20,30,10,30,50,20,20
n??c hoa lady,VND,50,-29%,-29%,Cao,96,,,,,,,,50,50,90,50,40,30,30,40,50,70,50,50
n??c hoa lady gaga,VND,40,0%,-20%,Cao,87,,,,,,,,50,70,50,40,40,40,30,50,30,40,50,40
n??c hoa lalique,VND,140,22%,-48%,Cao,100,219,2304,,,,,,210,260,170,110,140,90,90,90,90,90,90,110
n??c hoa lalique encre noire,VND,30,-33%,-60%,Cao,92,433,2591,,,,,,50,40,10,10,20,30,40,30,10,30,30,20
n??c hoa lancome 100ml chính hãng,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome 100ml giá bao nhi?u,VND,10,0%,?,Cao,100,,,,,,,,10,10,10,10,10,10,10,0,10,10,0,10
n??c hoa lancome 30ml,VND,90,-22%,-50%,Cao,100,284,2859,,,,,,170,170,110,40,50,30,50,70,50,90,90,70
n??c hoa lancome 30ml giá bao nhi?u,VND,30,-33%,-71%,Cao,100,328,4102,,,,,,50,40,50,50,40,20,30,10,20,30,30,20
n??c hoa lancome 4ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome 50ml,VND,320,-19%,-33%,Cao,100,309,2782,,,,,,480,480,480,320,320,210,140,140,210,320,210,260
n??c hoa lancome 5ml,VND,20,0%,-50%,Cao,100,1472,2913,,,,,,20,20,20,20,10,20,10,10,10,10,20,10
n??c hoa lancome cho nam,VND,10,0%,0%,Cao,99,1216,2965,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome eau de parfum,VND,10,0%,-50%,Cao,95,,,,,,,,10,10,10,10,10,10,10,10,10,10,20,10
n??c hoa lancome hypnose 30ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome hypnose 50ml,VND,10,0%,0%,Cao,90,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome hypnose 75ml,VND,10,0%,0%,Trung bình,55,,,,,,,,10,20,20,30,10,10,20,10,20,10,10,10
n??c hoa lancome idole 50ml,VND,40,200%,-57%,Cao,99,,,,,,,,50,70,70,30,40,30,30,30,20,10,10,30
n??c hoa lancome idole 75ml,VND,10,0%,0%,Th?p,20,,,,,,,,10,10,10,0,10,10,0,10,0,10,10,10
n??c hoa lancome idole le parfum,VND,20,100%,-50%,Cao,95,894,4237,,,,,,30,20,20,10,10,20,30,20,10,10,20,20
n??c hoa lancome in love,VND,10,0%,0%,Cao,100,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa lancome kim c??ng,VND,40,25%,0%,Cao,100,757,3979,,,,,,50,50,50,40,50,20,20,40,40,40,40,50
n??c hoa lancome l eau de parfum,VND,50,-50%,-71%,Cao,100,372,4495,,,,,,70,90,50,50,50,70,40,50,50,40,10,20
n??c hoa lancome la nuit,VND,20,-50%,-75%,Cao,100,1136,4165,,,,,,30,20,30,30,10,10,10,10,20,20,10,10
n??c hoa lancome la nuit tresor,VND,50,-44%,-29%,Cao,100,667,3305,,,,,,50,50,70,50,30,50,50,40,30,90,40,50
n??c hoa lancome la nuit tresor 50ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,0,10,10,0,10,10,10
n??c hoa lancome la vie est belle 10ml,VND,40,67%,-44%,Cao,97,1482,2977,,,,,,90,70,40,30,10,40,20,40,50,30,40,50
n??c hoa lancome la vie est belle 15ml,VND,10,0%,-50%,Cao,74,,,,,,,,20,20,20,10,10,10,10,0,10,10,10,10
n??c hoa lancome la vie est belle 4ml,VND,30,267%,57%,Th?p,21,,,,,,,,30,20,10,10,10,10,10,10,20,30,30,110
n??c hoa lancome la vie est belle 50ml,VND,40,-33%,-71%,Cao,100,,,,,,,,90,90,50,20,20,10,30,20,20,30,30,20
n??c hoa lancome la vie est belle en rose,VND,10,0%,0%,Trung bình,34,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome la vie est belle flower of happiness,VND,10,0%,-50%,Trung bình,64,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome la vie est belle intensement,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lancome la vie est belle l eclat,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,0,0,10,10,10,10,0,10
n??c hoa lancome mini 10ml,VND,10,0%,0%,Cao,96,,,,,,,,10,10,0,0,0,10,10,10,10,10,10,10
n??c hoa lancome mini 5ml,VND,30,-50%,-33%,Cao,100,475,2565,,,,,,30,40,50,30,20,20,50,40,30,40,20,20
n??c hoa lancome miracle 30ml,VND,30,33%,0%,Cao,100,1731,4086,,,,,,30,40,30,30,20,10,20,20,20,30,30,40
n??c hoa lancome rose,VND,10,0%,-50%,Cao,100,,,,,,,,20,10,20,10,10,10,10,10,20,10,10,10
n??c hoa lancome tresor 100ml,VND,90,-29%,-55%,Cao,100,347,3097,,,,,,110,110,110,110,110,90,70,50,30,70,40,50
n??c hoa lancome tresor 30ml,VND,30,0%,-60%,Cao,100,1742,4122,,,,,,30,50,50,20,20,50,30,20,10,20,40,20
n??c hoa lancome tresor in love,VND,40,-33%,-33%,Cao,100,,,,,,,,110,30,50,40,40,30,50,40,20,30,30,20
n??c hoa lancome tresor l eau de parfum,VND,10,-50%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,20,10,10
n??c hoa lancome tím 75ml,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,20,10,10,10,10,10,10,10,10
n??c hoa lancome v?y r?ng,VND,10,100%,100%,Cao,94,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
n??c hoa lancôme midnight rose,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,0,10,0,0,10,0,0,0,0,10,10,0
n??c hoa lancôme miracle 30ml,VND,30,33%,0%,Cao,100,1731,4086,,,,,,30,40,30,30,20,10,20,20,20,30,30,40
n??c hoa lancôme miracle 50ml,VND,20,-25%,200%,Cao,100,1135,3430,,,,,,20,30,20,20,10,10,10,10,10,40,10,30
n??c hoa lancôme n?,VND,880,82%,0%,Cao,100,434,3552,,,,,,1000,880,1000,590,390,480,590,880,720,880,1300,1600
n??c hoa lancôme paris 20ml,VND,10,0%,0%,Cao,93,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
n??c hoa lancôme tresor 50ml,VND,20,-80%,-75%,Cao,100,,,,,,,,20,30,30,20,10,10,10,10,10,50,10,10
n??c hoa lanvin eclat d arpege,VND,30,-50%,-33%,Cao,100,,,,,,,,10,20,30,30,20,20,30,50,20,40,20,20
n??c hoa lanvin h?ng,VND,30,-25%,-40%,Cao,100,,,,,,,,50,50,40,30,30,20,20,10,10,40,30,30
n??c hoa lanvin jeanne,VND,40,-29%,67%,Cao,95,444,1940,,,,,,40,40,30,30,40,40,30,30,40,70,50,50
n??c hoa lanvin marry me,VND,20,-50%,-75%,Cao,99,,,,,,,,20,20,20,10,30,10,20,10,10,20,10,10
n??c hoa lanvin modern princess,VND,10,100%,0%,Cao,98,,,,,,,,20,10,20,20,20,20,10,10,10,10,20,20
n??c hoa lanvin tím,VND,40,33%,-43%,Cao,100,,,,,,,,40,30,70,40,40,30,40,40,20,30,30,40
n??c hoa latino n?,VND,10,0%,-50%,Cao,100,,,,,,,,10,30,10,20,20,20,10,10,10,10,20,10
n??c hoa laura anne diamond,VND,20,-33%,0%,Cao,100,891,5704,,,,,,10,40,20,20,10,10,20,20,20,30,20,20
n??c hoa lavande vi?t nam,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,10,0,0,0,10,0,0,0,0,10,0,0
n??c hoa lavender n?,VND,30,0%,0%,Cao,95,,,,,,,,30,40,30,20,30,20,20,40,40,30,30,30
n??c hoa lavender vi?t nam,VND,10,-100%,0%,Không xác ??nh,,,,,,,,,0,0,0,0,0,0,0,10,0,10,0,0
n??c hoa lavie,VND,170,0%,-19%,Cao,99,918,4237,,,,,,210,210,210,210,170,110,110,90,170,210,170,210
n??c hoa lavie est belle 100ml,VND,170,0%,-56%,Cao,100,446,2979,,,,,,170,210,210,140,140,140,210,210,210,140,140,140
n??c hoa lavie est belle 30ml,VND,70,-29%,25%,Cao,100,951,4225,,,,,,70,90,70,50,70,90,40,30,40,70,40,50
n??c hoa lavie est belle 50ml,VND,30,-60%,-71%,Cao,100,,,,,,,,20,20,30,20,10,20,20,30,30,50,20,20
n??c hoa lavie est belle 75ml,VND,50,0%,-22%,Cao,100,397,2831,,,,,,110,70,90,30,40,40,40,40,50,70,70,70
n??c hoa lavie est belle mini,VND,10,0%,0%,Cao,98,,,,,,,,20,70,10,10,10,0,10,10,10,10,0,10
n??c hoa ld perfume oil n?,VND,40,25%,0%,Cao,96,1399,2974,,,,,,50,30,30,20,40,40,20,40,20,40,40,50
n??c hoa le jardin de monsieur li,VND,20,0%,-50%,Cao,100,,,,,,,,20,30,30,20,10,20,20,30,20,20,20,20
n??c hoa le labo 13 100ml,VND,40,-50%,-67%,Cao,100,435,2876,,,,,,30,30,40,30,170,10,10,20,20,20,10,10
n??c hoa le labo 13 30ml,VND,50,25%,-71%,Cao,99,160,1885,,,,,,140,140,50,40,30,20,20,30,50,40,50,50
n??c hoa le labo 13 another 100ml,VND,10,?,?,Cao,86,,,,,,,,10,10,10,10,0,0,0,10,0,0,10,10
n??c hoa le labo 13 chi?t,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa le labo 13 cho nam hay n?,VND,10,200%,-40%,Cao,89,147,769,,,,,,10,10,10,10,10,10,10,10,10,10,10,30
n??c hoa le labo 13 c?a n??c nào,VND,90,0%,-47%,Cao,99,131,771,,,,,,110,110,110,90,70,70,70,90,90,90,90,90
n??c hoa le labo 13 nam hay n?,VND,20,50%,0%,Cao,100,112,875,,,,,,40,40,10,10,20,10,10,10,10,20,20,30
n??c hoa le labo 17,VND,10,0%,0%,Cao,75,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa le labo 19,VND,10,0%,0%,Cao,87,,,,,,,,10,10,10,10,10,10,10,20,10,10,10,10
n??c hoa le labo 22,VND,30,0%,-25%,Cao,100,158,1678,,,,,,30,30,40,30,40,30,30,40,30,30,20,30
n??c hoa le labo 29,VND,40,67%,-44%,Cao,97,143,2091,,,,,,70,50,40,30,50,20,30,40,50,30,50,50
n??c hoa le labo 30ml,VND,10,0%,0%,Cao,79,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa le labo 31 50ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,0,10
n??c hoa le labo 33 100ml,VND,20,33%,0%,Cao,100,215,1487,,,,,,20,50,20,10,10,10,10,10,10,30,50,40
n??c hoa le labo 33 50ml,VND,20,300%,100%,Cao,99,198,2197,,,,,,10,30,20,10,10,10,10,10,10,10,20,40
n??c hoa le labo 33 cho nam hay n?,VND,20,0%,0%,Cao,86,93,550,,,,,,30,10,20,20,20,10,10,10,20,20,20,20
n??c hoa le labo 33 fake,VND,10,?,0%,Cao,75,,,,,,,,10,0,10,0,10,0,0,0,10,0,10,10
n??c hoa le labo 33 th?t gi?,VND,10,0%,100%,Cao,100,173,855,,,,,,10,10,10,10,10,10,10,10,10,20,30,20
n??c hoa le labo 50ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,20,10
n??c hoa le labo another 13 100ml,VND,30,33%,0%,Cao,100,323,1679,,,,,,20,20,10,30,10,10,90,30,10,30,50,40
n??c hoa le labo bergamote 22,VND,10,0%,0%,Cao,67,,,,,,,,10,10,10,10,10,20,10,10,10,10,10,10
n??c hoa le labo chi?t,VND,10,0%,0%,Cao,92,1633,2976,,,,,,10,10,20,10,10,10,10,20,10,10,10,10
n??c hoa le labo cho n?,VND,10,0%,-50%,Cao,100,141,2680,,,,,,20,10,30,10,10,10,10,10,10,10,10,10
n??c hoa le labo c?a hãng nào,VND,10,0%,-50%,Cao,86,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa le labo c?a n??c nào,VND,30,-33%,-82%,Cao,98,367,664,,,,,,70,30,30,30,20,50,10,30,20,30,30,20
n??c hoa le labo dành cho n?,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,30,20,20,10,10,10,10,10,10,10,10,0
n??c hoa le labo fake,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,0
n??c hoa le labo gi?,VND,10,?,0%,Cao,100,,,,,,,,10,10,10,10,10,10,0,0,10,0,0,10
n??c hoa le labo lys 41,VND,30,-67%,-67%,Cao,100,253,2093,,,,,,40,40,50,30,30,30,30,30,10,30,20,10
n??c hoa le labo mini,VND,10,0%,0%,Th?p,25,,,,,,,,10,0,10,10,10,10,10,10,10,10,10,10
n??c hoa le labo nam,VND,50,-20%,-81%,Cao,97,141,910,,,,,,110,70,90,50,30,50,50,40,40,50,90,40
n??c hoa le labo noir 29,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,10,10,10,10,10,0,10,10,0,0,0
n??c hoa le labo n?,VND,90,-56%,-76%,Cao,100,117,1508,,,,,,110,140,110,110,110,70,50,110,140,90,90,40
n??c hoa le labo rose 31,VND,40,-57%,-57%,Cao,99,305,4467,,,,,,40,30,30,50,30,30,50,50,20,70,50,30
n??c hoa le labo santal 13,VND,10,0%,0%,Cao,71,,,,,,,,10,10,10,10,10,0,10,10,10,10,10,10
n??c hoa le labo santal 33,VND,170,-36%,-72%,Cao,98,298,1996,,,,,,260,210,210,140,170,170,90,210,140,140,90,90
n??c hoa le labo santal 33 50ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa le labo the noir 29,VND,10,-50%,0%,Cao,90,344,3841,,,,,,10,10,20,10,10,10,10,10,10,20,10,10
n??c hoa lempicka,VND,10,0%,0%,Cao,100,,,,,,,,20,10,10,10,10,10,10,10,10,10,10,10
n??c hoa lempicka 100ml,VND,10,0%,0%,Cao,100,,,,,,,,20,20,10,10,10,10,10,10,10,10,10,10
n??c hoa levis,VND,30,-50%,-75%,Trung bình,62,,,,,,,,50,30,40,30,30,10,20,20,20,20,30,10
n??c hoa libre 30ml,VND,20,-40%,0%,Cao,100,134,1679,,,,,,20,10,40,10,20,20,10,10,10,50,30,30
n??c hoa libre 90ml,VND,30,125%,200%,Cao,96,379,2093,,,,,,30,30,40,10,20,20,20,10,10,40,70,90
n??c hoa libre n?,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,0,10,10,10,10,10,10,10
n??c hoa libre yves saint laurent,VND,170,0%,24%,Cao,100,403,2093,,,,,,110,170,210,90,140,90,140,170,140,260,140,260
n??c hoa light blue forever n?,VND,10,?,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,0,10,0,0,10
n??c hoa light blue intense,VND,40,100%,-33%,Cao,100,1046,2092,,,,,,30,50,70,40,30,10,40,50,70,10,10,20
n??c hoa light blue intense n?,VND,20,-67%,0%,Cao,100,,,,,,,,20,30,30,30,50,20,20,10,10,30,10,10
n??c hoa light blue n?,VND,50,25%,150%,Cao,100,453,2976,,,,,,10,70,30,20,40,70,40,50,50,40,70,50
n??c hoa light di gioia,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
n??c hoa lincoln chính hãng,VND,10,0%,-50%,Cao,100,,,,,,,,30,20,30,10,10,10,10,0,10,10,10,10
n??c hoa little black dress,VND,20,100%,33%,Cao,100,1654,2195,,,,,,20,20,30,30,10,10,20,20,10,20,20,40
n??c hoa little gold dress,VND,10,0%,0%,Cao,100,,,,,,,,20,10,20,10,10,10,10,10,10,10,10,10
n??c hoa little red dress,VND,20,100%,0%,Cao,100,1679,2124,,,,,,20,10,30,20,10,20,20,10,10,20,20,40
n??c hoa little rose dress,VND,10,0%,0%,Cao,96,1731,2132,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa local brand vi?t nam,VND,90,-22%,0%,Cao,80,,,,,,,,70,140,90,70,70,90,90,90,70,90,70,70
n??c hoa loewe,VND,1600,-33%,122%,Cao,81,195,2091,,,,,,480,720,1600,1900,1600,1900,1600,1600,1900,2400,1900,1600
n??c hoa lomani chính hãng,VND,20,0%,-50%,Cao,100,1306,3897,,,,,,10,40,20,20,20,10,10,20,20,10,30,10
n??c hoa lomani n?,VND,30,0%,-60%,Cao,100,,,,,,,,40,40,50,10,30,20,20,30,10,20,10,20
n??c hoa lomani paris,VND,20,-50%,-50%,Cao,98,,,,,,,,20,10,30,10,20,20,10,20,20,20,10,10
n??c hoa lomani pour homme,VND,10,100%,0%,Cao,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,30,20
n??c hoa long diên h??ng,VND,90,56%,100%,Cao,100,1678,3332,,,,,,90,70,90,70,50,30,50,40,40,90,320,140
n??c hoa long xuyên,VND,40,25%,25%,Cao,90,,,,,,,,50,50,70,40,20,90,20,30,20,40,40,50
n??c hoa louis vuitton attrape reves,VND,30,67%,400%,Trung bình,52,,,,,,,,20,50,40,20,30,10,20,20,10,30,20,50
n??c hoa louis vuitton heures d absence,VND,70,-29%,0%,Cao,98,120,464,,,,,,50,70,110,70,50,70,70,50,70,70,90,50
n??c hoa louis vuitton meteore,VND,90,0%,-18%,Cao,98,112,1682,,,,,,90,90,70,90,70,50,50,70,110,90,90,90
n??c hoa louis vuitton rose des vents,VND,90,80%,-47%,Cao,94,,,,,,,,90,140,110,110,70,70,40,90,140,50,70,90
n??c hoa love story chloe 30ml,VND,20,-67%,-50%,Cao,91,,,,,,,,30,30,30,20,10,20,50,20,30,30,10,10
n??c hoa lovely 100ml,VND,20,-50%,-50%,Cao,100,,,,,,,,10,20,30,20,20,10,20,10,20,20,10,10
n??c hoa lovely 30ml,VND,20,-50%,0%,Cao,100,,,,,,,,20,20,10,10,10,20,10,10,10,40,40,20
n??c hoa lovely 75ml,VND,10,0%,0%,Cao,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,10,10
n??c hoa lovely chính hãng,VND,30,150%,25%,Cao,100,1333,2088,,,,,,50,50,50,20,20,20,20,30,30,20,40,50
n??c hoa loverdose,VND,10,-50%,0%,Cao,100,,,,,,,,10,10,10,10,0,10,10,10,10,20,10,10
n??c hoa lua acquamen,VND,10,0%,0%,Th?p,0,,,,,,,,10,10,0,10,10,10,10,10,10,10,10,10
n??c hoa lua crystal for her,VND,10,?,100%,Th?p,13,,,,,,,,10,10,10,10,10,0,10,0,0,0,10,20
n??c hoa lua nam,VND,40,400%,-29%,Cao,100,,,,,,,,50,50,90,30,20,20,20,20,20,10,30,50
n??c hoa lua n?,VND,40,33%,0%,Cao,100,,,,,,,,40,70,90,30,20,30,40,40,30,30,30,40
n??c hoa lucky,VND,50,75%,-36%,Cao,97,,,,,,,,90,70,70,50,50,40,70,50,50,40,50,70
n??c hoa luxe damode,VND,10,0%,-50%,Cao,98,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
n??c hoa luxury n?,VND,140,-18%,-33%,Cao,100,1287,1883,,,,,,170,210,170,140,110,110,110,110,140,170,110,140
n??c hoa luxy,VND,720,-18%,-28%,Cao,100,785,2636,,,,,,1000,1000,880,880,720,590,590,720,720,880,720,720
n??c hoa lv attrape rêves,VND,70,0%,-22%,Cao,100,128,1031,,,,,,70,140,90,90,70,70,70,50,70,70,70,70
n??c hoa lv chính hãng,VND,140,-33%,0%,Cao,100,121,642,,,,,,110,210,170,140,110,140,140,170,90,210,170,140
n??c hoa lv contre moi,VND,50,0%,-57%,Cao,97,,,,,,,,30,50,70,50,110,40,50,30,30,30,40,30
n??c hoa lv mille feux,VND,30,100%,-20%,Cao,97,,,,,,,,30,50,30,30,20,40,20,20,10,20,20,40
n??c hoa lv mini,VND,40,-56%,33%,Cao,100,148,2898,,,,,,30,40,30,20,30,20,30,30,50,90,30,40
n??c hoa lv màu ?en,VND,40,-25%,-25%,Cao,100,,,,,,,,30,30,40,40,30,30,40,40,50,40,40,30
n??c hoa lv ?en,VND,210,24%,53%,Cao,100,102,261,,,,,,140,140,260,210,210,170,170,210,170,210,170,260
n??c hoa l?u h??ng lâu,VND,50,0%,-44%,Cao,99,145,849,,,,,,70,70,70,70,70,40,50,40,50,50,70,50
n??c hoa l?u h??ng lâu cho n?,VND,20,0%,-33%,Cao,97,186,1710,,,,,,30,30,10,10,30,20,20,10,10,20,30,20
n??c hoa maahir,VND,10,0%,-50%,Cao,100,,,,,,,,20,10,10,10,20,10,10,20,10,10,10,10
n??c hoa made in vietnam,VND,10,0%,0%,Cao,100,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,10
n??c hoa mademoiselle rochas,VND,10,100%,0%,Cao,84,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,20
n??c hoa magnetista,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,10,0,10,10,10,0,10,10,0
n??c hoa maison a la rose,VND,30,150%,25%,Cao,100,,,,,,,,10,40,20,20,30,40,30,30,50,20,20,50
n??c hoa maison francis kurkdjian a la rose,VND,10,0%,0%,Trung bình,43,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa maison n?,VND,20,-33%,-33%,Cao,100,,,,,,,,20,20,30,20,20,20,40,30,30,30,20,20
n??c hoa maison ?? n?,VND,10,0%,0%,Cao,86,,,,,,,,10,10,0,10,0,10,0,10,10,10,10,10
n??c hoa mancera instant crush,VND,30,33%,0%,Cao,100,306,2680,,,,,,20,30,40,30,20,30,20,40,20,30,20,40
n??c hoa mancera n?,VND,20,0%,100%,Cao,100,228,852,,,,,,10,30,20,10,20,10,30,40,10,20,10,20
n??c hoa mancera roses greedy,VND,10,0%,0%,Cao,93,,,,,,,,10,40,10,10,10,10,10,10,10,10,10,10
n??c hoa mancera roses vanille,VND,30,-33%,0%,Cao,100,,,,,,,,30,20,30,20,10,40,20,20,30,30,30,20
n??c hoa mankind,VND,20,0%,0%,Cao,100,,,,,,,,30,40,20,30,20,20,20,40,10,20,10,20
n??c hoa marc jacob daisy,VND,590,0%,0%,Cao,100,297,1679,,,,,,590,720,880,480,480,480,390,590,590,720,590,720
n??c hoa marc jacobs 100ml,VND,30,0%,-88%,Cao,100,,,,,,,,70,20,40,10,10,30,30,30,20,20,50,20
n??c hoa marc jacobs 30ml,VND,20,200%,200%,Cao,100,834,2244,,,,,,10,30,30,10,10,10,20,20,20,10,10,30
n??c hoa marc jacobs 50ml,VND,40,0%,0%,Cao,86,,,,,,,,20,20,20,30,10,20,10,90,210,10,10,10
n??c hoa marc jacobs c?a n??c nào,VND,20,300%,100%,Cao,93,,,,,,,,40,20,10,10,30,10,10,20,10,10,20,40
n??c hoa marc jacobs daisy eau so fresh,VND,50,150%,25%,Cao,100,,,,,,,,40,170,140,70,40,40,20,30,40,20,30,50
n??c hoa marc jacobs daisy love,VND,40,-50%,-60%,Cao,100,556,1912,,,,,,40,70,50,30,30,30,70,20,20,40,30,20
n??c hoa marc jacobs decadence 100ml,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,10,0,10,10,10,10,10,10,0,10
n??c hoa marc jacobs dream,VND,10,0%,0%,Cao,100,,,,,,,,0,0,0,10,0,10,10,10,10,10,10,10
n??c hoa marc jacobs eau so fresh,VND,10,0%,0%,Trung bình,55,,,,,,,,10,50,10,10,10,10,10,10,10,10,10,10
n??c hoa marc jacobs eau so fresh 125ml,VND,10,0%,0%,Không xác ??nh,,,,,,,,,0,0,10,10,0,10,10,0,0,0,0,0
n??c hoa marc jacobs perfect intense,VND,10,0%,-50%,Cao,100,,,,,,,,10,10,20,10,10,10,10,10,10,10,10,10
n??c hoa marc jacobs xanh,VND,20,-86%,0%,Cao,73,,,,,,,,10,10,10,10,10,10,10,10,40,70,20,10
n??c hoa marie lucie,VND,10,0%,100%,Cao,95,,,,,,,,10,10,10,10,20,20,10,10,20,20,10,20
n??c hoa marly delina,VND,40,-71%,-71%,Cao,100,483,2195,,,,,,50,70,70,20,30,30,30,30,50,70,30,20
n??c hoa maroussia,VND,10,0%,0%,Cao,81,,,,,,,,30,20,10,20,10,10,30,10,10,10,10,10
n??c hoa marry me 30ml,VND,10,0%,0%,Cao,100,,,,,,,,10,20,10,10,10,10,10,10,10,10,10,10
n??c hoa marry me 75ml,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,0,10,10,0,0,10,0,0,10,10,10,0
n??c hoa marvel chính hãng,VND,10,-100%,-100%,Không xác ??nh,,,,,,,,,10,10,10,10,0,10,10,10,10,10,0,0
n??c hoa mauboussin,VND,30,-25%,50%,Cao,97,,,,,,,,20,30,30,10,20,20,20,30,20,40,20,30
n??c hoa mauboussin n?,VND,10,100%,100%,Cao,100,,,,,,,,0,10,10,10,10,10,10,0,10,10,10,20
n??c hoa mc,VND,90,0%,120%,Cao,81,2567,5598,,,,,,90,70,50,50,110,90,90,90,70,110,90,110
n??c hoa mcm mini 7ml,VND,20,-50%,0%,Cao,97,,,,,,,,10,10,10,10,10,30,20,20,40,20,20,10
n??c hoa mcqueen,VND,10,0%,-50%,Trung bình,60,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
n??c hoa md,VND,110,0%,-35%,Cao,98,343,8475,,,,,,110,170,170,90,90,90,110,110,110,110,110,110
n??c hoa me,VND,40,0%,-50%,Cao,91,,,,,,,,90,70,50,30,20,30,30,30,20,20,20,20
n??c hoa mercedes benz club,VND,10,0%,0%,Cao,100,,,,,,,,10,70,20,20,10,10,10,10,10,10,10,10
n??c hoa mercedes benz man,VND,70,-22%,-59%,Cao,99,,,,,,,,140,140,50,50,40,40,30,70,40,90,70,70
n??c hoa mercedes benz n?,VND,20,-50%,-50%,Cao,96,,,,,,,,20,10,30,70,20,10,20,20,10,20,20,10
n??c hoa mercedes n?,VND,30,400%,400%,Cao,98,2093,14788,,,,,,40,50,10,10,20,30,20,20,40,10,10,50
